address,staked_bmx,voter_points
0xE08D9cc9b651cB95dE82562a3642AfE7c7CDb902,0.684154363944650177,0.488314483044931967
0x79e47f12FE6382CFb29E8E7dc05c57B5c04cC814,0.534690856289451798,0.471757984256237848
0x7ab827b64bCA65804F98CF4D0D4D990361377124,0.526915381061893541,0.429014082209490132
0x73d52Bf205839bB5B090aD68D8691A2462492bf1,0.25,0.447347285641806188
0x2d437771F6fBeDf3d83633cbD3A31B6C6bdba2b1,0.220030964216682795,0.278237760259957982
0xD0d8C50b2D18f8D3aA712526807875a0071Eb18E,0.219086411658012258,0.054084020001163206
0x12D0f29642Ebf73aB1b636222Fd3eB48eB9b4A03,0.210785523589670754,0.225074584401323506
0xD7EB5c6943E5fbDC4a74627C2CFe8897359Eb37b,0.20932258784763305,0.05666973641007554
0x8931196E6c6c1eC7169F1a0E21740d5569c224CB,0.196788440262565572,0.211797804984560905
0xCc61Aa54478504012615A8C3a27612bC61Beec6d,0.13,0.095406091451040081
0x82d1f493FeB2639318045f2C5dDd4B1d0653aa29,0.1,0.145113324454591577
0x7F3E244E9D8fdA47db77d7a24E21Bfb21894fC38,0.099457271981313521,0.061758076935558738
0xB813573c0448d01caEd0cF0d17a3aADe677f882C,0.058997624220745822,0.040974710399570271
0x94759c0cdD84054a71c4B9746DCdeE90783ACA4f,0.052821150729873541,0.09006247858588138
0x14dbbEB5a9bccDA3Aed04BA62b14a2216EA5bCAb,0.04586210488245205,0.106629781729917647
0xB964884D18a720e9ed9922b64921267aF1a2E678,0.0438050636521,0.071904356237970307
0x415C20Af91ebc1Bd0AABA57a391a07A906969600,0.039999999999999999,0.004069535768645357
0xAf79312EB821871208ac76A80c8E282f8796964e,0.025995364016305624,0.027643708063791954
0x5579718ebA9128F7A9b6316e81C6f867b44754E3,0.025384462580351774,0.018372238223977728
0x7C6Ce15Cdd806AE7742831cDfF49F2B7a8722450,0.020001335802337228,0.002079653096983641
0x9C6D8AeCAFc9155A1202c7B686E4b3f17E6E5835,0.019151818430933267,0.014246543145505841
0x89556295CA61F832471D382c073be1aBaE01eFE2,0.013226425103742715,0.009735125322921033
0x93b5dAeA8E630EE2d3408cf52263cE809Ea8B6fa,0.010012343043349704,0.007426226841829157
0x900F3031C5C1E675B1A3ce2F123838063880b9a5,0.01,0.012686644469812278
0xCb6ad83a90da0887a3560eBc13887532fCde7d23,0.01,0.004630026002029427
0xDC8AdA243da72D114AD27B8D316a092A19D94BfA,0.01,0.007864693049213597
0x606ca168B5afBb0e557C9B549Dc0d706A479DFDC,0.009178044129850716,0.006636491907028369
0x09F9c5C52BFfF179dE4EB37Cb458Beb0909A5e00,0.007097216612524703,0.005535710553436263
0xAD5711e60C85f6DB7E7B922CEf2835ff9A5c4dad,0.006381360866200657,0.004635739763132767
0xb0D6aebEAe1798DA4a753cf40F216ca31d726822,0.005,0.003675391933028919
0xD31Be56F1Af00e799B8F5851040ceEcED93D8C8B,0.005,0.007840269850329781
0x9021190b3566e773fA5FD95A074408d3e666e03D,0.002024427435768583,0.001475624518894259
0xd78ABa81CB2AC2D9AdF0A0b00d3CD69Afa049733,0.000040682083470889,0.000054761296502622
0xD39c89Fa61edb86Cf21Bd3E835D0e63EAD8775BE,0.000035308109355538,0.000022314566127681
